234	25
56	35
56	35
56	35
56	35
56	35
56	35
56	35
56	35
56	35
56	35
56	35
56	35
56	35
56	35
56	35
56	35
56	35
56	35
56	34
56	34
56	34
56	34
56	34
56	34
57	34
57	34
59	33
59	34
60	34
62	34
64	33
66	33
68	32
69	32
71	32
73	31
77	30
80	30
86	29
89	29
94	30
99	29
107	30
117	30
122	31
127	31
132	31
135	31
139	31
147	31
152	32
154	30
160	31
166	33
170	32
172	32
174	33
176	33
177	33
177	34
177	34
178	34
178	34
178	34
178	34
178	34
178	34
178	34
178	34
178	34
178	35
178	35
178	35
178	35
178	35
179	37
179	37
179	37
179	37
179	37
179	37
179	37
179	37
179	37
179	37
179	37
179	37
179	37
179	37
179	37
179	37
