152	26
39	23
39	23
40	23
39	24
39	23
40	23
39	23
38	23
38	23
37	23
37	23
38	24
39	24
39	24
40	24
43	24
45	24
46	25
47	25
49	25
52	25
54	26
57	26
59	26
61	27
64	27
67	26
70	26
73	27
74	27
77	26
80	25
83	25
84	25
86	25
88	25
90	25
91	25
91	25
93	25
94	25
95	25
96	26
97	26
99	26
100	26
101	26
103	27
104	27
105	27
105	27
106	28
106	28
106	28
106	28
106	28
108	28
108	28
109	27
109	28
110	28
110	28
110	28
111	28
111	28
112	28
112	28
113	28
113	28
113	28
114	28
114	28
115	28
115	28
116	28
116	28
116	28
117	28
117	28
118	28
118	28
118	29
118	29
118	29
118	29
119	29
119	29
119	29
119	29
119	29
120	29
120	30
120	30
120	30
120	30
120	30
120	30
120	30
120	30
120	30
120	30
120	30
120	30
120	30
120	30
120	30
120	30
120	30
120	30
120	30
120	31
120	31
120	32
120	32
120	33
120	33
120	33
120	34
120	34
