171	55
31	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	35
32	35
32	35
32	35
32	35
32	35
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
32	36
33	35
34	34
35	33
37	33
39	32
42	32
45	32
48	32
51	32
54	33
57	33
61	34
64	34
68	35
71	35
75	35
79	36
82	37
85	38
89	38
92	39
96	39
100	40
103	40
105	40
109	40
111	41
114	41
117	41
118	41
120	42
122	42
124	42
127	41
129	41
130	42
131	42
133	42
135	43
137	44
138	44
138	44
139	44
140	44
141	44
142	44
143	44
143	45
144	45
145	45
145	45
146	45
147	45
147	45
147	45
147	45
148	45
149	46
149	46
149	47
149	47
149	48
149	48
150	48
150	48
150	48
150	48
150	48
150	48
150	48
